,artist,album_name,track,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,Green Day,Nimrod (25th Anniversary Edition),Nice Guys Finish Last,2023-01-27,0.474,0.99,1,-3.96,0,0.0623,4.53E-05,0.00103,0.155,0.786,94.13,168533,4
1,Green Day,Nimrod (25th Anniversary Edition),Hitchin' a Ride,2023-01-27,0.41,0.912,11,-4.629,0,0.0985,0.00255,0.00667,0.168,0.656,164.305,171653,4
2,Green Day,Nimrod (25th Anniversary Edition),The Grouch,2023-01-27,0.386,0.995,9,-3.467,1,0.0745,0.00153,8.67E-05,0.153,0.622,170.026,131973,4
3,Green Day,Nimrod (25th Anniversary Edition),Redundant,2023-01-27,0.46,0.938,9,-3.732,1,0.0345,6.17E-06,0.00516,0.0858,0.884,116.107,197613,4
4,Green Day,Nimrod (25th Anniversary Edition),Scattered,2023-01-27,0.474,0.99,4,-3.99,1,0.0513,2.57E-05,0.00124,0.108,0.8,92.041,182040,4
5,Green Day,Nimrod (25th Anniversary Edition),All the Time,2023-01-27,0.515,0.97,2,-4.206,1,0.043,0.00042,3.72E-05,0.103,0.963,154.873,130347,4
6,Green Day,Nimrod (25th Anniversary Edition),Worry Rock,2023-01-27,0.342,0.975,4,-3.458,1,0.0635,0.000615,0,0.126,0.779,145.059,146787,4
7,Green Day,Nimrod (25th Anniversary Edition),Platypus (I Hate You),2023-01-27,0.211,0.976,9,-4.679,0,0.0902,7.57E-06,4.15E-06,0.0756,0.58,172.981,141693,4
8,Green Day,Nimrod (25th Anniversary Edition),Uptight,2023-01-27,0.479,0.976,6,-3.962,1,0.0772,0.00339,0.001,0.174,0.624,165.22,183920,4
9,Green Day,Nimrod (25th Anniversary Edition),Last Ride In,2023-01-27,0.38,0.538,4,-9.051,1,0.0305,0.0805,0.845,0.14,0.474,124.322,228080,4
10,Green Day,Nimrod (25th Anniversary Edition),Jinx,2023-01-27,0.442,0.959,0,-4.319,1,0.0422,2.06E-05,0.00325,0.243,0.931,95.996,132520,4
11,Green Day,Nimrod (25th Anniversary Edition),Haushinka,2023-01-27,0.436,0.99,2,-3.89,1,0.0604,4.63E-06,0.02,0.145,0.37,93.062,204987,4
12,Green Day,Nimrod (25th Anniversary Edition),Walking Alone,2023-01-27,0.544,0.877,0,-3.483,1,0.0318,0.000431,0.0118,0.298,0.882,113.093,165040,4
13,Green Day,Nimrod (25th Anniversary Edition),Reject,2023-01-27,0.172,0.984,11,-3.8,1,0.102,6.13E-06,0.000163,0.347,0.835,195.15,125667,4
14,Green Day,Nimrod (25th Anniversary Edition),Take Back,2023-01-27,0.285,0.993,9,-3.536,0,0.0836,4.05E-06,0.178,0.156,0.777,116.079,69227,4
15,Green Day,Nimrod (25th Anniversary Edition),King for a Day,2023-01-27,0.404,0.983,9,-3.763,1,0.0417,0.000552,1.17E-05,0.159,0.958,147.935,193160,4
16,Green Day,Nimrod (25th Anniversary Edition),Good Riddance (Time of Your Life),2023-01-27,0.339,0.435,7,-8.017,1,0.0318,0.29,0,0.0789,0.627,94.894,154680,4
17,Green Day,Nimrod (25th Anniversary Edition),Prosthetic Head,2023-01-27,0.387,0.897,4,-5.123,1,0.0381,0.000577,0.000107,0.0288,0.861,137.835,217596,4
18,Green Day,Nimrod (25th Anniversary Edition),Nice Guys Finish Last - Demo,2023-01-27,0.198,0.941,4,-6.29,1,0.0596,0.000561,0,0.215,0.77,176.955,173032,4
19,Green Day,Nimrod (25th Anniversary Edition),Place Inside My Head - Demo,2023-01-27,0.485,0.969,7,-5.702,1,0.0348,0.121,0.403,0.224,0.81,91.474,152642,4
20,Green Day,Nimrod (25th Anniversary Edition),The Grouch - Demo,2023-01-27,0.238,0.93,9,-7.599,1,0.0847,9.31E-06,1.34E-05,0.4,0.942,170.359,129105,4
21,Green Day,Nimrod (25th Anniversary Edition),Walking Alone - Demo,2023-01-27,0.657,0.762,7,-7.302,1,0.0347,0.00313,0.000109,0.128,0.915,119.475,153552,4
22,Green Day,Nimrod (25th Anniversary Edition),Jinx - Demo,2023-01-27,0.175,0.976,7,-5.623,1,0.101,8.08E-06,0.0502,0.154,0.737,195.571,111760,4
23,Green Day,Nimrod (25th Anniversary Edition),Alison - Demo,2023-01-27,0.674,0.145,4,-12.082,1,0.0435,0.75,0.000291,0.29,0.416,88.026,154427,4
24,Green Day,Nimrod (25th Anniversary Edition),Espionage - Demo,2023-01-27,0.148,0.899,4,-7.808,0,0.0379,9.36E-05,0.972,0.244,0.646,137.434,196209,4
25,Green Day,Nimrod (25th Anniversary Edition),You Irritate Me - Demo,2023-01-27,0.409,0.955,9,-6.137,1,0.0438,0.0156,1.62E-05,0.361,0.965,101.181,96638,4
26,Green Day,Nimrod (25th Anniversary Edition),Tre Polka - Demo,2023-01-27,0.67,0.541,0,-8.517,1,0.227,0.674,0.143,0.238,0.869,72.939,158465,4
27,Green Day,Nimrod (25th Anniversary Edition),When It’s Time - Demo,2023-01-27,0.492,0.425,6,-7.47,1,0.0268,0.251,2.04E-06,0.153,0.344,77.438,140751,4
28,Green Day,Nimrod (25th Anniversary Edition),Desensitized - Demo,2023-01-27,0.32,0.858,0,-7.036,1,0.111,0.00167,1.17E-05,0.0871,0.627,166.943,147049,4
29,Green Day,Nimrod (25th Anniversary Edition),Chain Saw - Demo,2023-01-27,0.54,0.963,4,-5.674,1,0.0301,0.00937,0.00281,0.299,0.975,99.432,93177,4
30,Green Day,Nimrod (25th Anniversary Edition),Reject - Demo,2023-01-27,0.375,0.902,11,-7.039,1,0.0498,0.000494,0,0.1,0.833,95.646,124042,4
31,Green Day,Nimrod (25th Anniversary Edition),Black Eyeliner - Demo,2023-01-27,0.462,0.475,9,-7.909,1,0.0305,0.745,1.11E-05,0.102,0.578,151.386,193996,5
32,Green Day,Nimrod (25th Anniversary Edition),"Going to Pasalacqua - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.105,0.987,8,-3.457,1,0.0885,8.41E-05,0.00268,0.223,0.362,188.58,253052,4
33,Green Day,Nimrod (25th Anniversary Edition),"Welcome to Paradise - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.317,0.99,3,-4.078,0,0.12,0.0003,0.0357,0.872,0.35,96.623,252062,4
34,Green Day,Nimrod (25th Anniversary Edition),"Geek Stink Breath - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.213,0.997,11,-4.304,1,0.154,0.00134,0.000357,0.959,0.283,143.89,158562,4
35,Green Day,Nimrod (25th Anniversary Edition),"Nice Guys Finish Last - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.363,0.99,4,-3.879,1,0.061,5.74E-05,0.00404,0.686,0.708,96.902,177430,4
36,Green Day,Nimrod (25th Anniversary Edition),"Hitchin' a Ride - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.264,0.969,9,-4.773,1,0.225,0.0101,0.00275,0.884,0.225,173.789,257067,4
37,Green Day,Nimrod (25th Anniversary Edition),"The Grouch - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.17,0.997,9,-4.396,1,0.244,0.00253,9.23E-05,0.508,0.152,180.977,194000,4
38,Green Day,Nimrod (25th Anniversary Edition),"Chump - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.347,0.995,3,-3.634,0,0.0826,4.10E-05,0.303,0.568,0.227,95.252,161187,4
39,Green Day,Nimrod (25th Anniversary Edition),"Longview - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.166,0.935,3,-5.11,0,0.0831,0.00119,0.000155,0.358,0.399,82.734,216192,4
40,Green Day,Nimrod (25th Anniversary Edition),"2000 Light Years Away - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.444,0.978,3,-5.111,1,0.0953,0.000597,0.00582,0.376,0.351,96.007,366687,4
41,Green Day,Nimrod (25th Anniversary Edition),"Brain Stew - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.293,0.965,1,-4.054,1,0.0763,0.00329,4.17E-05,0.492,0.234,85.845,195187,4
42,Green Day,Nimrod (25th Anniversary Edition),"Jaded - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.152,0.997,8,-4.438,1,0.443,0.00442,0.000174,0.691,0.353,166.932,146938,4
43,Green Day,Nimrod (25th Anniversary Edition),"Knowledge - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.227,0.943,6,-4.445,1,0.0712,0.00991,0.000545,0.21,0.579,168.321,368250,4
44,Green Day,Nimrod (25th Anniversary Edition),"Basket Case - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.312,0.992,3,-3.874,1,0.0636,0.000186,0.000911,0.482,0.291,92.674,168750,4
45,Green Day,Nimrod (25th Anniversary Edition),"She - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.371,0.986,6,-3.749,1,0.0476,0.000155,0.000973,0.187,0.528,95.316,154777,4
46,Green Day,Nimrod (25th Anniversary Edition),"F.O.D. - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.168,0.946,1,-4.872,1,0.0766,0.017,5.00E-05,0.343,0.38,89.7,159599,4
47,Green Day,Nimrod (25th Anniversary Edition),"Paper Lanterns - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.291,0.989,10,-5.157,0,0.117,0.000596,0.0536,0.508,0.227,96.063,594625,4
48,Green Day,Nimrod (25th Anniversary Edition),"Scattered - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.351,0.993,9,-3.754,1,0.0716,7.39E-05,0.0565,0.608,0.348,95.76,199187,4
49,Green Day,Nimrod (25th Anniversary Edition),"Prosthetic Head - Live at the Electric Factory, Philadelphia 11/14/97",2023-01-27,0.251,0.988,4,-4.113,1,0.0925,0.00244,0.00383,0.394,0.406,148.129,245625,4
50,Green Day,BBC Sessions (Live),She - BBC Live Session,2021-12-10,0.252,0.911,6,-5.743,1,0.0875,0.00026,2.83E-05,0.206,0.815,186.102,131810,4
51,Green Day,BBC Sessions (Live),When I Come Around - BBC Live Session,2021-12-10,0.464,0.835,6,-5.825,1,0.0692,0.056,0,0.106,0.751,97.343,172457,4
52,Green Day,BBC Sessions (Live),Basket Case - BBC Live Session,2021-12-10,0.23,0.922,3,-6.075,1,0.124,0.00341,0,0.108,0.439,184.406,176220,4
53,Green Day,BBC Sessions (Live),2000 Light Years Away - BBC Live Session,2021-12-10,0.27,0.977,10,-4.861,1,0.119,0.00235,1.12E-06,0.235,0.644,190.131,158390,4
54,Green Day,BBC Sessions (Live),Geek Stink Breath - BBC Live Session,2021-12-10,0.302,0.981,11,-3.766,1,0.0941,0.000363,0.0221,0.074,0.805,138.863,126756,4
55,Green Day,BBC Sessions (Live),Brain Stew/Jaded - BBC Live Session,2021-12-10,0.344,0.711,1,-5.352,1,0.245,0.00388,2.05E-05,0.0533,0.427,77.577,274196,4
56,Green Day,BBC Sessions (Live),Walking Contradiction - BBC Live Session,2021-12-10,0.376,0.968,1,-3.801,1,0.0461,0.000456,0,0.111,0.901,150.009,155263,4
57,Green Day,BBC Sessions (Live),Stuck with Me - BBC Live Session,2021-12-10,0.23,0.968,8,-4.626,1,0.0556,3.99E-05,0.5,0.0722,0.861,193.619,138323,4
58,Green Day,BBC Sessions (Live),Hitchin' a Ride - BBC Live Session,2021-12-10,0.435,0.754,11,-5.285,0,0.199,0.00198,0.0103,0.153,0.903,161.842,170823,4
59,Green Day,BBC Sessions (Live),Nice Guys Finish Last - BBC Live Session,2021-12-10,0.281,0.961,4,-4.851,1,0.0581,9.43E-05,0.0577,0.552,0.935,179.574,177374,4
60,Green Day,BBC Sessions (Live),Prosthetic Head - BBC Live Session,2021-12-10,0.454,0.91,4,-5.001,1,0.0766,0.00338,0.00511,0.046,0.878,137.2,213083,4
61,Green Day,BBC Sessions (Live),Redundant - BBC Live Session,2021-12-10,0.572,0.87,9,-4.199,1,0.0284,6.53E-05,0.0187,0.116,0.856,115.1,196550,4
62,Green Day,BBC Sessions (Live),Castaway - BBC Live Session,2021-12-10,0.429,0.935,11,-5.577,1,0.133,0.00492,0,0.113,0.586,126.497,230538,4
63,Green Day,BBC Sessions (Live),Church on Sunday - BBC Live Session,2021-12-10,0.233,0.963,9,-5.012,1,0.0719,9.15E-05,0.00498,0.0856,0.519,173.809,193315,4
64,Green Day,BBC Sessions (Live),Minority - BBC Live Session,2021-12-10,0.252,0.86,0,-6.29,1,0.063,0.00106,1.09E-05,0.287,0.755,157.837,198497,4
65,Green Day,BBC Sessions (Live),Waiting - BBC Live Session,2021-12-10,0.271,0.715,8,-6.826,1,0.0546,0.0014,1.06E-05,0.293,0.283,145.314,200259,4
66,Green Day,Insomniac (25th Anniversary Deluxe Edition),Armatage Shanks,2021-03-19,0.293,0.971,8,-4.178,1,0.0779,2.49E-05,0.106,0.104,0.964,190.169,136533,4
67,Green Day,Insomniac (25th Anniversary Deluxe Edition),Brat,2021-03-19,0.32,0.987,11,-3.759,1,0.0521,0.000272,0,0.0277,0.967,178.712,103280,4
68,Green Day,Insomniac (25th Anniversary Deluxe Edition),Stuck with Me,2021-03-19,0.29,0.979,3,-3.189,1,0.0714,0.000102,0.007,0.0395,0.897,191.811,135520,4
69,Green Day,Insomniac (25th Anniversary Deluxe Edition),Geek Stink Breath,2021-03-19,0.516,0.995,11,-2.429,1,0.0393,7.29E-05,1.89E-05,0.118,0.851,131.433,135800,4
70,Green Day,Insomniac (25th Anniversary Deluxe Edition),No Pride,2021-03-19,0.398,0.979,0,-4.493,1,0.0512,7.50E-06,0.279,0.0984,0.748,93.103,139747,4
71,Green Day,Insomniac (25th Anniversary Deluxe Edition),Bab's Uvula Who?,2021-03-19,0.51,0.941,11,-4.204,1,0.0548,0.0008,0.000254,0.0272,0.974,96.182,128147,4
72,Green Day,Insomniac (25th Anniversary Deluxe Edition),86,2021-03-19,0.197,0.967,3,-4.076,1,0.0862,1.72E-05,0.00482,0.0546,0.849,189.733,167640,4
73,Green Day,Insomniac (25th Anniversary Deluxe Edition),Panic Song,2021-03-19,0.222,0.944,10,-4.658,0,0.0828,5.45E-05,0.132,0.102,0.249,92.25,215333,4
74,Green Day,Insomniac (25th Anniversary Deluxe Edition),Stuart and the Ave.,2021-03-19,0.289,0.986,1,-2.831,1,0.0776,9.96E-05,0.00367,0.0819,0.87,187.38,123240,4
75,Green Day,Insomniac (25th Anniversary Deluxe Edition),Brain Stew,2021-03-19,0.588,0.64,1,-5.289,1,0.372,0.00197,6.37E-05,0.0564,0.25,75.96,192827,4
76,Green Day,Insomniac (25th Anniversary Deluxe Edition),Jaded,2021-03-19,0.26,0.995,1,-3.522,1,0.0744,7.44E-05,0.000178,0.057,0.755,159.325,90813,4
77,Green Day,Insomniac (25th Anniversary Deluxe Edition),Westbound Sign,2021-03-19,0.182,0.996,3,-3.6,1,0.0758,1.94E-05,0.00213,0.209,0.371,185.572,133200,4
78,Green Day,Insomniac (25th Anniversary Deluxe Edition),Tight Wad Hill,2021-03-19,0.387,0.973,1,-4.894,1,0.0382,3.98E-05,0.0011,0.055,0.957,99.089,121027,4
79,Green Day,Insomniac (25th Anniversary Deluxe Edition),Walking Contradiction,2021-03-19,0.471,0.976,1,-4.664,1,0.0604,0.00131,0,0.0743,0.825,154.429,150977,4
80,Green Day,Insomniac (25th Anniversary Deluxe Edition),Armatage Shanks - Live in Prague,2021-03-19,0.351,0.968,8,-10.288,1,0.0898,0.00194,7.72E-06,0.16,0.414,102.161,149160,4
81,Green Day,Insomniac (25th Anniversary Deluxe Edition),Brat - Live in Prague,2021-03-19,0.153,0.969,6,-10.098,1,0.101,0.0143,2.77E-05,0.576,0.406,196.212,114736,4
82,Green Day,Insomniac (25th Anniversary Deluxe Edition),Geek Stink Breath - Live in Prague,2021-03-19,0.251,0.978,11,-10.016,1,0.0593,0.00615,0.00146,0.408,0.488,147.14,126812,4
83,Green Day,Insomniac (25th Anniversary Deluxe Edition),Stuck with Me - Live in Prague,2021-03-19,0.384,0.964,8,-9.868,1,0.0518,0.00414,0.000328,0.688,0.608,103.459,133146,4
84,Green Day,Insomniac (25th Anniversary Deluxe Edition),Brain Stew - Live in Prague,2021-03-19,0.484,0.705,8,-11.836,1,0.0732,0.0173,0,0.307,0.366,87.459,180915,4
85,Green Day,Insomniac (25th Anniversary Deluxe Edition),Jaded - Live in Prague,2021-03-19,0.324,0.98,8,-10.829,1,0.0781,0.00264,0.00461,0.921,0.528,87.694,88562,4
86,Green Day,Insomniac (25th Anniversary Deluxe Edition),Walking Contradiction - Live in Prague,2021-03-19,0.248,0.97,1,-10.759,1,0.0915,0.000902,0.00512,0.374,0.618,166.713,142405,4
87,Green Day,Insomniac (25th Anniversary Deluxe Edition),86 - Live in Prague,2021-03-19,0.226,0.959,8,-11.396,1,0.0874,0.00113,0.193,0.797,0.135,100.693,267757,4
88,Green Day,No Fun Mondays,I Think We're Alone Now,2020-11-27,0.594,0.636,9,-6.306,1,0.0323,0.0363,0,0.0908,0.676,131.982,134672,4
89,Green Day,No Fun Mondays,War Stories,2020-11-27,0.333,0.967,4,-4.409,1,0.0855,0.00166,0,0.0941,0.491,167.868,161802,4
90,Green Day,No Fun Mondays,Manic Monday,2020-11-27,0.543,0.912,9,-3.573,1,0.0362,0.00291,0,0.345,0.901,121.975,186944,4
91,Green Day,No Fun Mondays,Corpus Christi,2020-11-27,0.385,0.956,2,-4.736,1,0.0485,0.000484,0,0.387,0.433,145.06,204117,4
92,Green Day,No Fun Mondays,That Thing You Do!,2020-11-27,0.457,0.942,2,-4.173,1,0.0662,0.000333,0,0.153,0.595,134.998,168600,4
93,Green Day,No Fun Mondays,Amico,2020-11-27,0.453,0.919,5,-4.454,1,0.0776,0.00243,0,0.371,0.64,150.228,147991,4
94,Green Day,No Fun Mondays,You Can't Put Your Arms Round a Memory,2020-11-27,0.504,0.892,2,-5.45,1,0.0424,0.002,2.13E-06,0.0913,0.487,121.801,211285,4
95,Green Day,No Fun Mondays,Kids in America,2020-11-27,0.488,0.815,6,-5.432,0,0.0532,0.000529,0,0.117,0.606,161.047,188758,4
96,Green Day,No Fun Mondays,Not That Way Anymore,2020-11-27,0.228,0.977,9,-4.055,1,0.146,0.000193,0,0.0961,0.563,152.903,172722,4
97,Green Day,No Fun Mondays,That's Rock 'n' Roll,2020-11-27,0.625,0.928,8,-5.293,1,0.0614,0.00787,0,0.426,0.94,130.151,179435,4
98,Green Day,No Fun Mondays,Gimme Some Truth,2020-11-27,0.443,0.901,4,-6.886,1,0.131,9.15E-05,9.94E-06,0.0485,0.594,158.555,168371,4
99,Green Day,No Fun Mondays,Whole Wide World,2020-11-27,0.592,0.757,4,-7.386,1,0.0757,0.026,0,0.0677,0.372,113.399,198656,4
100,Green Day,No Fun Mondays,Police on My Back,2020-11-27,0.525,0.878,1,-6.641,1,0.0833,0.00115,0,0.0974,0.551,147.016,191140,4
101,Green Day,No Fun Mondays,A New England,2020-11-27,0.515,0.892,5,-6.671,1,0.0373,0.0128,0,0.151,0.966,165.024,129266,4
102,Green Day,Father of All...,Father of All...,2020-02-07,0.462,0.912,11,-4.07,0,0.226,0.000138,0,0.0357,0.722,163.937,151363,4
103,Green Day,Father of All...,"Fire, Ready, Aim",2020-02-07,0.448,0.925,11,-3.839,1,0.045,3.22E-05,0,0.392,0.917,156.053,112940,4
104,Green Day,Father of All...,Oh Yeah!,2020-02-07,0.623,0.792,11,-6.37,1,0.0664,7.00E-05,0.00467,0.159,0.584,127.041,171161,4
105,Green Day,Father of All...,Meet Me on the Roof,2020-02-07,0.409,0.948,1,-5.908,0,0.115,2.87E-05,0,0.741,0.839,171.132,159608,4
106,Green Day,Father of All...,I Was a Teenage Teenager,2020-02-07,0.549,0.692,1,-6.292,1,0.0301,0.000192,0.00388,0.0938,0.751,114.614,224568,4
