Rank,State,Abb.,Size(SqMiles),Population,White,White%,BlackorAfricanAmerican,BlackorAfricanAmerican%,NativeAmericanorAlaskaNative,NativeAmericanorAlaskaNative%,Asian,Asian%,PacificIslander,PacificIslander%,Other,Other%,Multi-Racial,Multi-Racial%,HispanicorLatino,HispanicorLatino%,PopChange2010-2020,PopulationDensity,NumberofBillionaires,MinimumWage,MedianWage/Wk,MedianWage/Month,MedianIncome/Yr,MedianWage/HR,Top1%Income,Top5%Income,GenderPayGap,NumberofBillionaires2,MedianRent,Rent(Studio),Rent(1Bdr),Rent(2Bdr),Rent(3Bdr),Rent(4bdr),MedianMortgagePayment,MedianMortgageTotal,Mortgage%Rent(3Bedrooms),MinWageHr/Home,MinWageHr/Rent,MedWageHr/Rent,MedIncomeYr/Home,ElectricityCost(CentsperkWh),ElectricityConsumption(kWh),AverageElectricBill,NaturalGas,#ofBigMacsMinWageWk,#ofBigMacsMedWageWk,GroceriesMontly,AverageMovieTicketPrice,AverageGasPrice,CarRegistration,BigMacPrice,1BedroomApartment,2BedroomApartment,3BedroomApartment,4BedroomApartment,GroceryCost,ElectricityCost,CurrentMinimumWage,CurrentMedianWage,%ofMedianWage,TopEarner'sIncomeTaxRate,IncomeTax,StateSalesTaxRate,Avg.LocalSalesTaxRate(a),CombinedSalesTaxRate,MaxLocalSalesTaxRate,EffectiveTaxRate,Income-Tax,Income-Tax/Rent,Income-Tax/Rent/Food/Power,#BigMacs/Income-Tax/Rent/Food/Power,#MovieTickets/Income-Tax/Rent/Food/Power,#Gallons/Income-Tax/Rent/Food/Power,FirearmOwnership,ViolentCrimeper100k(2020),PrisonPer100K,TotalPrisonPopulation,BlackPrisonersper100K,LatinoPrisonersper100K,WhitePrisonersper100K,NumberofPoliceOfficers,Policeper100kpeople,PoliceShootings,PoliceShootingsPer100k,PoliceShootingPer100KPerOfficer,SchoolShootingsSince2015,SchoolShootingsPerMillionPeople,SchoolShootingsper100schools,2020HomicideRate,FirearmDeathsPer100000,FirearmDeathsTotal,DeathscausedbyDUIPer100k,LifeExpectancy2019,2017HateCrimesper100K,%DomesticViolenceAgainstWomen,%DomesticViolenceAgainstMen,DeathPenalty,NumberofParticipatingAgencies,PopulationCovered,PercentageofPopulation,TotalOffenses,Arson,Bribery,Burglary/Breaking&Entering,Counterfeiting/Forgery,Destruction/Damage/Vandalism,Embezzlement,Extortion/Blackmail,FraudOffenses,Larceny/TheftOffenses,MotorVehicleTheft,Robbery,StolenPropertyOffenses,OffenseRate,ArsonRate,BriberyRate,Burglary/Breaking&EnteringRate,Counterfeiting/ForgeryRate,Destruction/Damage/VandalismRate,EmbezzlementRate,Extortion/BlackmailRate,FraudRate,Larceny/TheftRate,MotorVehicleTheftRate,RobberyRate,StolenPropertyRate,GlobalEntryAirports,PrivateandCommercialAutomobiles,PublicAutomobiles,TotalAutomobiles,CarsperCapita,PrivateandCommercialBusses,PubliclyOwnedBusses,TotalBusses,BussesPer100kPopulation,PrivateandCommercialTrucks,PubliclyOwnedTrucks,TotalTrucks,TrucksperCapita,PrivateandCommercialMotorcycles,PubliclyOwnedMotorcycles,TotalMotorcycles,Motorcyclesper1000Population,ALLMOTORVEHICLES:PrivateandCommercial,ALLMOTORVEHICLES:PubliclyOwned,ALLMOTORVEHICLES:Total,CrashDeathsbyCarOccupants,CrashDeathsbyPickupandSUVoccupants,CrashDeathsbyLargeTruckOccupants,CrashDeathsbyMotorcyclists,CrashDeathsbyPedestrians,CrashDeathsbyBicyclists,TotalVehicleCrashDeahts,RoadQualitySurvey,RoadQuality(Rural),RoadQuality(Urban),HealthcareMaleUninsured%,HealthcareFemaleUninsured%,TotalUninsured%,DrugOverdoseRate,DrugOverdoseDeaths,Child/TeenSuicideRate,SuicideRate2020,SuicideDeaths2020,InfantMortality(2019),MaternalMortality(Per100k),#ChildreninFosterCare2019,#ChildreninvolvedinInvestigation,%InvestigationsResultinginFosterCare,FosterCarePer1000People,SecondParentAdoption,FosterCareNon-DiscriminationLaws,FosterCareParentTrainingRequired,PrentalPresumptionforSame-SexCouples,LawsPermittingDiscriminationinAdoptionorFosterPlacement,%TransPopulationages13-17,%TransPopulationages18-24,%TransPopulationages25-64,%TransPopulationages65+,%TransPopulationALLAGES,NumberofAbortions,Per1kWomen,Per1kLiveBirths,OutofStateResidents,TeenPregnancy(Per100k),SARate(Per100k),AbortionLegality,AfterRoeandCasey,FaultDivorce,No-FaultDivorce,SeparationDivorce,CulturalDiversity,TransSafety,LGBTQ+Safety,CollegeReadiness,MathScores,ReadingScores,PreschoolEnrollment,LiteracyRate,SpendingPerStudent,HSGraduationRate,ChildcareCostsPerYear,%ChildcareofMedWageYear,TeachersUnionsRank,PublicSchools,PrivateSchools,TotalSchools,Public%TotalSchools,InternetSpeedMbps,RecreationalMarijuana,MedicinalMarijuana,NationalParks,Population/NationalPark,StateParks,Population/StatePark,TotalParks,Population/Parks,Parkper500Miles,NumberofRollerCoasters,RollerCoastersper5kMiles,CoastersPerMillionPeople,#ofReligiousCongregations,FosterChildrenperReligiousCongregation,HomeslessPopulationtoReligiousCongregations,ReligiousInstitutionsPer10000People,Congregationsper100SqMiles, ReligiousInstitutionsPer10000People2 , Congregationsper100SqMiles3 ,Protestant(%),Catholic(%),TheChurchofJesusChristofLatter-daySaints(%),OtherChristian(%),Other(%),Irreligion(%),OverallPreparedness,ExtremeHeat,Drought,Wildfires,InlandFlooding,CoastalFlooding,%FoodInsecureAdults,%FoodInsecureChildren,HappinessRating,ShoreLine(StatueMiles),SharkAttackRate,ObesityRate,UnemploymentRate,DivorceRate,HomelessPopulationPerCapita,HomelessPopulationPerState,InternationalImmigration,InternationImmigrationper100k,FoodStamp,PovertyRate,AlcoholConsumptionperCapita(Gallons),CorporateHomeOwnership,PrivateHomeOwnership2021,HomeVacancyRate,CorporateOwnershipVsVacancyRate,AirQuality,WaterQuality,AverageHumidity,SuperfundCleanup2016,SuperfundCleanupPer1kMiles,AverageTemperature,WindPowerProduced(BillionKWh),WindKWhperPerson,WindKHwperSqMile,Totalelectricitygeneration,%fromcoal,%fromhydroelectric,%fromnaturalgas,%fromnuclear,%fromsolar,%fromwind,DefenseSpending(2015)(billions),%ofStateGDP(2015),StateGDPQ42021,GDPPerCapita,HouseSeats,ElectoralCollegeVotes,PopulationperHouseSeat,PopulationperElectoralVote,PopulationtoAverageCongressionalRepresentation,VotedBiden,VotedTrump
1,Alabama,AL,50750,5024279.00,3171351.00,63,1288159.00,26,23119.00,0.00,75918.00,2.00,2612.00,0.05,14455.00,0.29,184618.00,4.00,264047.00,5.00,0.50,99,0.00,7.25,1069.00,4632.33,55588.00,26.73,432330.00,193273.00,24.20,0.00,800.00,637.00,682.00,839.00,1085.00,1243.00,1147.00,144272.00,106.00,19900.00,116.00,31.00,3.00,0.15,1140.00,167.00,79.00,73.00,289.00,397.39,9.84,5.51,100.00,3.99,682.00,839.00,1085.00,1243.00,397.39,167.01,7.25,26.73,53.81,5.00,YES,4,5.22,9.22,7.50,9.80,4178.00,3339.00,2775.00,695.48,282.01,504.00,55.50,453.60,416.00,20595.00,1132.00,,421.00,11209.00,222.00,157.00,3.00,71.00,31.00,6.00,6.00,14.20,23.60,1185.70,5.50,75.20,0.31,37.50,29.50,1,356.00,3734077.00,0.74,122274.00,456.00,11.00,12491.00,2483.00,27112.00,124.00,122.00,10712.00,55804.00,9902.00,1481.00,1576.00,3275.00,12.00,0.29,335.00,66.00,726.00,3.00,3.00,287.00,1494.00,265.00,40.00,42.00,No,1993089.00,42287.00,2035376.00,0.41,5492.00,132.00,5624.00,112.00,3094573.00,69866.00,3164439.00,1.00,114901.00,0.00,114901.00,23.00,5208055.00,112285.00,5320340.00,393.00,311.00,25.00,78.00,101.00,10.00,934.00,6.28,2.00,7.00,14.00,11.00,13.00,22.30,1029.00,27.50,16.00,793.00,5.07,36.40,3914.00,39306.00,9.96,0.78,No,No,No,No,Yes,1.08,1.18,0.42,0.3,0.48,6063.00,6.40,103.00,840.00,26.00,42.00,20weeks,NotProtected,Y,Y,N,28,47,44,44,49,48,38,85.2,9696.00,86,6001,10,20,509,45,554,92,99.7,FullyIllegal,NOTTRUE,0,,22,229085,22,229085,0.22,1,0.1,,10514.00,0.4,0.38,21,21,  21 ,  21 ,  78 ,  7 ,  1 ,,  1 ,  12 ,D,D+,C,F,,F,15,22.9,40.28,607,9,39.9,2.6,3.2,0.08,4019.00,2772.00,1,14.76,16.08,1.99,18,72.5,12.75,0.05,42,2,0.716,13,3.9,62.8,0,,0.0,10177,11.3,10.2,44.2,31.3,0,0,12.2,5.9,207835200000.00,41238.00,7,9,719982.00,559986.00,1619960.00,36.6,62
2,Alaska,AK,570641,733391.00,421758.00,58,20731.00,3,108838.00,15.00,43449.00,6.00,12455.00,1.70,4575.00,0.62,71761.00,10.00,49824.00,7.00,0.32,1,0.00,10.85,1237.00,5360.33,64324.00,30.93,486671.00,230260.00,13.80,0.00,1203.00,946.00,1039.00,1338.00,1758.00,2026.00,1907.00,227960.00,108.00,21010.00,123.00,43.00,4.00,0.23,594.00,139.00,55.00,85.00,269.00,483.24,10.83,4.61,24.25,4.87,1039.00,1338.00,1758.00,2026.00,483.24,138.94,10.85,30.93,61.98,0.00,NO,0,1.76,1.76,7.50,4.60,5114.00,3776.00,3154.00,647.55,291.19,684.00,64.50,837.80,247.00,1782.00,1987.00,238.00,417.00,1330.00,182.00,54.00,7.00,25.00,3.00,4.00,0.00,7.30,23.50,172.30,3.10,77.70,0.54,43.30,30.20,0,30.00,402557.00,0.55,7301.00,59.00,2.00,786.00,122.00,2199.00,22.00,34.00,602.00,2761.00,611.00,72.00,31.00,1814.00,15.00,0.50,195.00,30.00,546.00,5.00,8.00,150.00,686.00,152.00,18.00,8.00,Yes,167313.00,3831.00,171144.00,0.23,8022.00,598.00,8620.00,1175.00,571380.00,14901.00,586281.00,1.00,26772.00,9.00,26781.00,37.00,773487.00,19339.00,792826.00,14.00,25.00,2.00,4.00,13.00,2.00,64.00,8.61,15.00,8.00,17.00,14.00,15.00,22.00,160.00,16.00,27.50,204.00,6.99,12.40,1491.00,14429.00,10.33,2.04,No,No,No,Yes,No,1.23,1.51,0.65,0.34,0.7,1255.00,8.60,120.00,9.00,18.00,151.00,40,Protected,Y,Y,N,11,45,34,37,43,49,33,90.8,17726.00,93,12120,18,15,1550,273,1823,85,88,FullyLegal,TRUE,8,91584,119,6157,127,5769,0.11,0,0.0,,1246.00,1.2,1.88,17,0,  17 ,,  37 ,  16 ,  5 ,  5 ,  6 ,  31 ,B+,A,,,,B,11.7,18.1,40.85,33904,,33.5,4.6,3.7,0.32,2347.00,659.00,0.9,11.69,10.67,2.85,2,63.9,8.45,0.06,28,50,0.771,6,95.1,26.6,0.127,  173 ,222.6,489,9,25.4,48.3,0,0,3.1,3.3,6.1,50720600000.00,69227.00,1,3,732673.00,244224.00,549505.00,42.8,52.8
3,Arizona,AZ,113642,7151502.00,3816547.00,53,317161.00,4,263930.00,4.00,248837.00,3.00,14323.00,0.20,31611.00,0.44,266840.00,4.00,2192253.00,31.00,1.13,63,11.00,13.85,1220.00,5286.67,63440.00,30.50,503408.00,216972.00,14.90,11.00,1149.00,854.00,944.00,1180.00,1604.00,1802.00,1394.00,210872.00,87.00,15225.00,85.00,39.00,3.00,0.14,1048.00,143.00,78.00,116.00,289.00,302.80,9.58,4.49,17.00,4.43,944.00,1180.00,1604.00,1802.00,302.80,142.84,13.85,30.50,52.57,8.00,YES,5.6,2.80,8.40,5.60,9.50,4784.00,3604.00,3159.00,713.05,329.73,703.00,46.30,654.80,536.00,40951.00,2105.00,742.00,428.00,62962.00,865.00,377.00,5.00,164.00,8.00,1.00,1.00,7.50,16.70,1194.30,4.00,78.80,3.91,42.60,33.40,1,79.00,3949562.00,0.55,104648.00,413.00,11.00,8763.00,1231.00,22229.00,261.00,256.00,14733.00,48802.00,5818.00,1129.00,1002.00,2650.00,10.00,0.28,222.00,31.00,563.00,7.00,6.00,373.00,1236.00,147.00,29.00,25.00,Yes,2391632.00,18386.00,2410018.00,0.34,1453.00,7033.00,8486.00,119.00,3479891.00,34312.00,3514203.00,0.00,121073.00,1.00,121074.00,17.00,5994049.00,59732.00,6053781.00,307.00,194.00,15.00,161.00,222.00,33.00,1054.00,7.81,4.00,12.00,16.00,15.00,15.00,35.80,2550.00,19.00,17.60,1363.00,7.38,27.30,9492.00,82307.00,11.53,1.30,No,No,No,Yes,Yes,1.54,1.92,0.71,0.23,0.73,12533.00,9.30,153.00,125.00,19.00,48.00,Viability,Banned,Y,Y,N,9,34,28,47,27,37,42,86.9,8239.00,87,10948,16,51,1113,122,1235,90,98.8,FullyLegal,TRUE,3,2425439,36,202120,39,186572,0.17,0,0.0,,4673.00,2.0,2.91,7,4,  7 ,  4 ,  39 ,  21 ,  5 ,  1 ,  6 ,  27 ,C,C+,D+,D,,,14.4,22.4,53.47,,,31.3,3.5,3.6,0.19,13588.00,7782.00,1,11.12,13.66,2.25,14,64.5,10.15,0.04,50,31,0.385,9,12.6,60.3,1.6,  220 ,14079.3,7627,14,4.7,38.3,35.2,10,1.9,10,3.4,343943400000.00,47269.00,9,11,808480.00,661483.00,2223319.00,49.4,49.1
4,Arkansas,AR,52075,3011524.00,2063550.00,69,449884.00,15,20549.00,1.00,51210.00,2.00,14280.00,0.47,8047.00,0.27,147157.00,5.00,256847.00,9.00,0.32,58,5.00,11.00,997.00,4320.33,51844.00,24.93,411633.00,183945.00,20.50,5.00,760.00,581.00,611.00,768.00,1011.00,1167.00,1071.00,132973.00,106.00,12088.00,70.00,31.00,3.00,0.12,1098.00,134.00,62.00,111.00,269.00,282.46,10.42,5.26,8.00,3.95,611.00,768.00,1011.00,1167.00,282.46,134.07,11.00,24.93,47.57,5.90,YES,6.5,3.01,9.51,5.13,10.20,3880.00,3112.00,2695.00,682.31,258.65,512.00,57.20,671.90,582.00,17713.00,1597.00,252.00,450.00,24948.00,824.00,115.00,4.00,216.00,17.00,6.00,1.00,13.00,22.60,680.60,4.70,75.70,0.25,40.80,34.80,1,285.00,2916168.00,0.97,123785.00,557.00,2.00,14101.00,3056.00,27186.00,88.00,59.00,12169.00,54687.00,8110.00,1272.00,2498.00,4245.00,19.00,0.07,484.00,105.00,932.00,3.00,2.00,417.00,1875.00,278.00,44.00,86.00,No,860646.00,11791.00,872437.00,0.29,11322.00,722.00,12044.00,400.00,1831759.00,27332.00,1859091.00,1.00,169796.00,1.00,169797.00,56.00,2873523.00,39846.00,2913369.00,194.00,233.00,18.00,80.00,81.00,6.00,638.00,7.37,4.00,13.00,15.00,10.00,12.00,19.10,546.00,17.60,19.00,583.00,5.19,37.50,3008.00,57306.00,5.25,0.99,No,No,No,No,No,0.88,3.59,0.24,0.58,0.7,3249.00,5.60,87.00,372.00,30.00,77.00,20weeks,Banned,Y,Y,N,29,32,26,45,43,37,19,86.3,10139.00,87,6890,12,48,2513,250,2763,91,82.3,Mixed,TRUE,1,3025891,52,58190,53,57092,0.51,3,0.3,  1 ,6697.00,0.4,0.36,22,13,  22 ,  13 ,  70 ,  8 ,  1 ,,  3 ,  18 ,F,D,F,F,F,,15.2,23.2,38.83,,,38.7,3.4,2.9,0.08,2409.00,268.00,0.09,11.6,16.31,1.78,12,63.7,17.69,0.06,22,28,0.709,9,5.8,60.4,0,,0.0,4200,17.6,8.2,42.4,28.6,1.4,0,1.4,1.2,122275400000.00,40410.00,4,6,756473.00,504315.00,1134709.00,34.8,62.4
5,California,CA,155973,39538223.00,13714587.00,35,2119286.00,5,156085.00,0.00,5978795.00,15.00,138167.00,0.35,223929.00,0.57,1627722.00,4.00,15579652.00,39.00,0.60,253,189.00,15.50,1572.00,6812.00,81744.00,39.30,745314.00,291277.00,14.50,189.00,1661.00,1195.00,1327.00,1668.00,2269.00,2619.00,2282.00,371981.00,101.00,23999.00,108.00,42.00,5.00,0.27,542.00,147.00,62.00,117.00,353.00,370.96,15.22,6.40,86.00,5.11,1327.00,1668.00,2269.00,2619.00,370.96,147.15,15.50,39.30,54.17,13.30,YES,7.25,1.43,8.68,2.50,13.50,5892.00,4224.00,3706.00,725.30,243.51,579.00,28.30,442.00,309.00,122417.00,1623.00,353.00,175.00,1622.00,4.00,1186.00,3.00,1.00,66.00,2.00,1.00,6.10,8.50,3360.70,2.80,80.90,2.77,34.90,31.10,1,15.00,2861998.00,0.07,81313.00,407.00,2.00,7103.00,960.00,14837.00,225.00,148.00,7873.00,34122.00,11272.00,2300.00,2064.00,2841.00,14.00,0.07,248.00,34.00,518.00,8.00,5.00,275.00,1192.00,394.00,80.00,72.00,Yes,13957692.00,243708.00,14201400.00,0.36,34282.00,66546.00,100828.00,255.00,15008976.00,301621.00,15310597.00,0.00,771826.00,13598.00,785424.00,20.00,29772776.00,625473.00,30398249.00,1378.00,674.00,25.00,539.00,986.00,129.00,3847.00,6.66,4.00,39.00,11.00,9.00,10.00,21.80,8908.00,10.00,10.00,4144.00,3.92,4.00,27357.00,343126.00,7.97,0.70,Yes,Yes,Yes,Yes,No,1.93,0.7,0.5,0.34,0.49,,,,,12.00,37.00,Viability,Protected,N,Y,N,1,1,1,33,38,37,16,76.9,12498.00,83,16945,18,6,10413,2514,12927,81,131,FullyLegal,TRUE,9,4359760,270,145325,279,140637,0.89,51,1.6,  1 ,23558.00,1.2,7.22,6,15,  6 ,  15 ,  32 ,  28 ,  1 ,  3 ,  9 ,  27 ,A,A,A,A,A,A,11.8,18.9,63.14,3427,132,27.6,4.1,,0.43,170014.00,74028.00,2,10.08,12.98,2.49,9,63.7,10.4,0.01,49,15,0.61,97,1.6,59.4,15.626,  398 ,100184.0,15279,0.2,10.4,47.4,9.9,25.8,8.5,49.3,2.1,2946067200000.00,75082.00,53,55,740337.00,713415.00,10179627.00,63.5,34.3
6,Colorado,CO,103730,5773714.00,3760663.00,65,221310.00,4,33768.00,1.00,195220.00,3.00,9005.00,0.16,29560.00,0.51,260798.00,5.00,1263798.00,22.00,1.39,56,8.00,13.65,1361.00,5897.67,70772.00,34.03,632277.00,264313.00,16.60,8.00,1401.00,953.00,1020.00,1276.00,1673.00,1989.00,1681.00,273718.00,100.00,20053.00,93.00,38.00,4.00,0.14,704.00,97.00,46.00,109.00,323.00,326.92,10.80,4.80,0.00,4.59,1020.00,1276.00,1673.00,1989.00,326.92,97.29,13.65,34.03,48.98,4.55,YES,2.9,4.82,7.72,8.30,9.70,5326.00,4050.00,3625.00,789.84,335.68,756.00,45.10,423.10,332.00,19785.00,1603.00,518.00,236.00,5697.00,98.00,301.00,5.00,19.00,18.00,3.00,1.00,5.80,15.40,889.20,3.20,80.00,1.90,36.80,30.50,1,235.00,5766585.00,1.00,295735.00,1341.00,113.00,22988.00,3037.00,55838.00,329.00,887.00,41910.00,120385.00,40851.00,4310.00,3746.00,5128.00,23.00,1.96,399.00,53.00,968.00,6.00,15.00,727.00,2088.00,708.00,75.00,65.00,Yes,1623494.00,15534.00,1639028.00,0.28,5718.00,8002.00,13720.00,238.00,3481409.00,37465.00,3518874.00,1.00,179080.00,6.00,179086.00,31.00,5289701.00,61007.00,5350708.00,165.00,187.00,17.00,140.00,87.00,15.00,622.00,6.65,5.00,18.00,15.00,12.00,14.00,24.90,1492.00,21.50,21.50,1302.00,4.80,11.50,4283.00,45829.00,9.35,0.74,Yes,Yes,No,Yes,No,1.14,2.09,0.51,0.06,0.6,8873.00,7.80,138.00,978.00,14.00,65.00,40,Protected,N,Y,N,18,5,10,6,16,6,12,90.1,10202.00,92,15325,20,35,1942,281,2223,87,125,FullyLegal,TRUE,4,1453017,43,135164,47,123661,0.23,9,0.4,  2 ,4188.00,1.0,2.48,7,4,  7 ,  4 ,  43 ,  16 ,  2 ,  2 ,  5 ,  29 ,B,B+,B+,,,,10.1,14.9,52.57,,,25.1,3.4,2.9,0.18,10393.00,10523.00,2,7.74,9.49,2.88,14,63.6,9.46,0.05,43,29,0.541,19,5.5,45.1,15.029,  2586 ,144885.8,4407,30.3,2.6,29.3,0,6.5,33.2,8.7,2.8,373097400000.00,64194.00,7,9,830296.00,645785.00,1868165.00,55.4,41.9
7,Connecticut,CT,4845,3605944.00,2279232.00,63,360937.00,10,6404.00,0.00,170459.00,5.00,974.00,0.03,27076.00,0.75,137569.00,4.00,623293.00,17.00,0.09,744,14.00,14.00,1458.00,6318.00,75816.00,36.45,896490.00,311589.00,19.80,14.00,1217.00,1064.00,1249.00,1559.00,1944.00,2326.00,2096.00,224336.00,108.00,16024.00,111.00,43.00,3.00,0.33,713.00,237.00,81.00,105.00,325.00,343.30,10.89,4.96,88.00,4.95,1249.00,1559.00,1944.00,2326.00,343.30,236.93,14.00,36.45,57.91,6.99,YES,6.35,0.00,6.35,0.00,15.40,5345.00,3786.00,3206.00,647.64,294.38,647.00,23.60,181.60,247.00,8751.00,1512.00,579.00,156.00,2467.00,68.00,23.00,1.00,107.00,8.00,2.00,1.00,4.60,6.00,216.40,3.40,80.30,3.09,37.70,33.90,0,107.00,3605597.00,1.00,84370.00,163.00,5.00,5100.00,1120.00,16425.00,191.00,183.00,8528.00,41977.00,7407.00,1930.00,1341.00,2340.00,5.00,0.14,141.00,31.00,456.00,5.00,5.00,237.00,1164.00,205.00,54.00,37.00,Yes,1210262.00,909.00,1211171.00,0.34,11705.00,68.00,11773.00,326.00,1558840.00,4821.00,1563661.00,0.00,80926.00,23.00,80949.00,22.00,2861733.00,5821.00,2867554.00,113.00,54.00,3.00,58.00,56.00,5.00,295.00,7.00,6.00,15.00,9.00,6.00,7.00,39.10,1371.00,9.30,9.30,364.00,4.33,10.50,2010.00,18665.00,10.77,0.56,Yes,Yes,No,Yes,No,1.64,1.35,0.45,0.38,0.54,9584.00,14.20,272.00,268.00,8.00,22.00,Viability,Protected,Y,Y,Y,15,8,13,1,9,2,3,91.4,20635.00,91,15591,19,17,1008,261,1269,79,112.6,Mixed,TRUE,0,,109,33079,109,33079,11.25,5,5.2,  1 ,2597.00,0.8,1.11,7,54,  7 ,  54 ,  35 ,  33 ,  1 ,  2 ,  7 ,  23 ,A,A,,,A,B,10.1,15.1,59.23,618,1,30.4,4.1,1.6,0.08,2885.00,12323.00,3,10.21,9.7,2.4,10,66.1,10.71,0.01,25,37,0.692,14,0.3,49,0.013,  4 ,2683.2,3269,0,1.2,53.2,41.6,3.2,0,9.7,3.8,251070500000.00,69634.00,5,7,721119.00,515085.00,1261959.00,59.2,39.2
